77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
1921285	Die Stadt verfiel.	9944259	La ville tombait en désuétude.
1927097	Tom unterrichtet Sportpsychologie.	9944262	Tom enseigne la psychologie du sport.
9944830	Ich weiß nicht, warum sie sich so sehr hassen.	9944909	Je ne sais pas pourquoi ils se détestent autant.
9944928	Seid ihr groß?	9944925	Êtes-vous grands ?
9944937	Wir sind noch klein.	9944935	Nous sommes encore petits.
1341262	Sind Sie Arzt?	9944948	Êtes-vous médecin ?
3933952	Tom ist Lehrer.	9944956	Tom est professeur.
6486194	Ist Tom Lehrer?	9944971	Tom est-il professeur ?
9944988	Sie hatte immer davon geträumt, eine professionelle Schachspielerin zu werden.	9944961	Depuis toujours, elle rêvait de devenir joueuse d'échecs professionnelle.
9945776	Konkani wird in Maharashtra, Goa und Karnataka gesprochen.	9945795	Le konkani est parlé dans le Maharashtra, à Goa et au Karnataka.
8801754	Kirschen haben Kerne.	9946316	Les cerises ont des noyaux.
8641941	Tom isst Himbeeren.	9946325	Tom mange des framboises.
7930097	Kätzchen regieren die Welt.	9946380	Les chatons gouvernent le monde.
9947076	Hör auf, mich so anzusehen. Ich werde gleich rot.	4474921	Arrête de me regarder comme ça, tu vas me faire rougir.
9947282	Tom lebt ohne seinem Vater.	9947280	Tom vit sans son père.
9947286	Ich bin gegen diesen Plan.	9947284	Je suis contre ce plan.
9947296	Die Katze springt durch das Fenster.	9947294	Le chat saute par la fenêtre.
9947311	Das ist Kinderspielzeug.	9947308	Ce sont des jouets pour les enfants.
9947861	Tom erwartet nichts mehr vom Leben.	9947855	Tom n'attend plus rien de la vie.
9948079	Der Springer ist die einzige Figur, die über andere hinwegziehen kann.	9948037	Le cavalier est la seule pièce qui puisse enjamber d'autres pièces.
9948146	Jenen Satz wörtlich zu übersetzen war ein dummer Fehler. Die Bedeutung war eine ganz andere.	9948189	Traduire littéralement cette phrase était une erreur stupide. Le sens était totalement différent.
9948153	Er gähnte seine Königin an.	9948234	Il bâilla au nez et à la barbe de sa reine.
9948247	Man sollte niemals „nie“ sagen.	1856852	On ne doit jamais dire jamais.
9948250	Man sollte niemals nie sagen.	1856852	On ne doit jamais dire jamais.
9947930	Ich nehme Weiß.	9947933	Je prends les blancs.
9948278	Es gibt Bonsais in den Häusern.	9948275	Il y a des bonsaïs dans les maisons.
9947279	Wir sprechen so oft von der breiten Masse – und wo bleibt die schmale Masse?	9948289	Nous parlons si souvent de la grande masse - mais où est la petite ?
8806742	Es war stressig.	9948303	C'était stressant.
9947967	Ich nehme Schwarz.	9947970	Je prends les noirs.
9948390	Die Auster macht die Perle, die Biene den Honig, der Mensch Probleme.	9948511	L'huître produit des perles, l'abeille produit du miel et les humains causent des problèmes.
9946293	Thai ist die offizielle Landessprache Thailands.	479810	Le thaï est la langue officielle de la Thaïlande.
9945761	Es lebe Indien, es lebe Maharashtra!	9945755	Vive l'Inde, vive le Maharashtra !
9943130	Wenn man also einen Freund fragt, ob ihm das zubereitete Gericht geschmeckt habe, und er auf Englisch antwortet, dass es „not terrible“ gewesen sei, so bedeutet dies, dass es gar nicht so schlecht war. Wenn aber ein französischer Freund antwortet, dass es „pas terrible“ gewesen sei, dann weiß man, dass man besser an seinen Kochkünsten feilen sollte.	9949574	Si on demande à un ami s'il a aimé le plat préparé et qu'il répond en anglais que ce n'était « pas terrible », cela signifie que ce n'était pas si mal du tout. Mais quand un ami français répond que ce n'était « pas terrible », alors on sait qu'il vaut mieux perfectionner ses talents culinaires.
9949576	Tom ist mit seinen Söhnen weggefahren.	9949575	Tom est parti avec ses fils.
9949579	Dieses Jahr fahren wir mit dem Wohnmobil nach Portugal.	9949578	Cette année, nous allons au Portugal avec le camping-car.
9949582	Tom möchte um die ganze Welt reisen.	9949581	Tom aimerait voyager autour du monde.
9949586	Tom geht ganz allein, ohne seine Eltern, ins Kino.	9949584	Tom va tout seul au cinéma sans ses parents.
9949693	Warum sagen Sie so oft nein?	9949681	Pourquoi dites-vous non si souvent ?
9949698	Weißt du noch, wie man gibt?	9949685	Te souviens-tu comment donner ?
9949701	Sie sind so lang allein.	9949686	Vous êtes seul depuis si longtemps.
9949704	Weißt du noch, wie man liebt?	9949689	Te souviens-tu comment aimer ?
9949704	Weißt du noch, wie man liebt?	9949707	Sais-tu encore comment on aime ?
9949698	Weißt du noch, wie man gibt?	9949715	Sais-tu encore comment on donne ?
9948694	Maria hatte vor lauter Lachen einen ganz roten Kopf.	9949734	Marie avait la tête toute rouge d'avoir ri si fort.
9948664	Ich kann dir nicht helfen, weil ich zu sehr mit Nichtstun beschäftigt bin.	9949738	Je ne peux pas t'aider parce que je suis trop occupé à ne rien faire.
9950331	Maria, bitten Sie sie, mir die Zahlen zu erklären.	9950328	Marie, demandez-lui de m’expliquer les chiffres.
9950252	Achten Sie beim Schachspielen darauf, Ihre Dame nicht zu verlieren.	9950254	Lorsque vous jouez aux échecs, veillez à ne pas perdre votre dame.
9950523	Du wirst es verstehen, wenn du einmal Kinder hast.	6862602	Tu comprendras quand tu auras des enfants.
2056194	Nein heißt nein.	9950884	Non, c'est non.
9950974	Ich habe einen Freund, dessen Vater Arzt ist.	9950981	J’ai un ami dont le père est médecin.
9950972	Ich habe eine Freundin, deren Vater Arzt ist.	9950980	J’ai une amie dont le père est médecin.
3051233	Jetzt kann ich glücklich sterben.	2070661	Je peux désormais mourir heureux.
9951010	Du hilfst Tom besser dabei.	9951017	Tu ferais mieux d’aider Tom avec ça.
9951206	Ich bin auch in dich verliebt.	6777564	Moi aussi je suis amoureuse de toi.
9951349	Weißt du, wann Tom kommt?	9951581	Sais-tu quand Tom arrive ?
9951348	Tom fragte mich, wo ich die ganze Zeit gewesen sei.	9951591	Tom m'a demandé où j'étais depuis tout ce temps.
9951609	Darf ich Sie um ein Buch bitten?	9951604	Puis-je vous demander un livre ?
2332011	Der Aberglaube ist das ungeheure, fast hilflose Gefühl, womit der stille Geist gleichsam in der wilden Riesenmühle des Weltalls betäubt steht und einsam.	9951621	La superstition est ce sentiment effarant, presque irrépressible que l'âme est à la fois tranquille et à la fois prise dans les rouages de l'univers, abasourdie et esseulée.
