77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
6056973	Manchmal können noch Wunder geschehen.	6202606	De temps à autre, des miracles peuvent encore se produire.
6202610	Tom wusste nicht mehr, wo er war.	6202609	Tom ne savait plus où il était.
6202615	Eine Verwechslung war unmöglich.	6202611	Aucune confusion n'était possible.
6202620	Tom hatte schon zwei Bier getrunken, aber sein Kopf war immer noch klar.	6202617	Tom avait déjà bu deux bières, mais il avait toujours les idées claires.
6202662	Ich gebe dir mein Fahrrad.	6202660	Je te donne mon vélo.
6202666	Heute werde ich mich rasieren.	6086985	Aujourd'hui, je vais me raser.
6202668	„Ihr Hund ist böse?“ – „Nein, er beißt nicht.“	6095912	« Votre chien est méchant ? » « Non, il ne mord pas. »
5988687	Man muss für den Winter vorbereiten, solange es noch schöne Tage gibt; wir werden es ausnützen, um schöne Spaziergänge zu machen.	6202693	On doit préparer l’hiver, mais comme il y a encore de belles journées ; nous en profiterons pour faire de belles promenades.
6202907	Du singst ebenso gut, wie du tanzt.	6050888	Tu chantes aussi bien que tu danses.
6202977	Herr Ikeda will sich ein neues Auto kaufen.	653922	Monsieur Ikeda veut acheter une nouvelle voiture.
6203884	Sie denken, es gibt keine verständnisvollen Polizisten?	6203883	Vous pensez qu'il n'y a pas de policiers compréhensifs ?
6202661	Dass du immer glücklich bist, das ist mein größter Wunsch für dich.	6203891	Que tu sois toujours heureux, c'est mon plus grand souhait pour toi.
6204500	Das ist keine vollständige Liste.	5373031	Ce n'est pas une liste complète.
6204898	Ich habe keine Ampel gesehen!	6204894	Je n'ai pas vu le feu de signalisation !
6204907	Ich hoffe, es ist nichts Schlimmes?	6204901	J'espère qu'il n'y a rien de grave ?
6204913	Wie heißt die Straße hier?	6204911	Comment s'appelle la rue ?
6204920	Na, endlich!	6204918	Ah, enfin !
551649	Komm, setz dich zu uns.	6204929	Viens, assieds-toi avec nous.
6204934	Wir sind mit unseren Kindern hier.	6204932	Nous sommes ici avec nos enfants.
6204938	Wir haben zwei Töchter und einen Sohn.	6204936	Nous avons deux filles et un fils.
6174064	Ich bin Journalistin.	494537	Je suis journaliste.
6204955	Ich sehe was, was du nicht siehst.	6204948	Je vois quelque chose que tu ne vois pas.
6204999	Ich sehe das T-Shirt von Papa.	6204967	Je vois le T-shirt de papa.
6205410	Warum lernst du Polnisch?	6205405	Pourquoi apprends-tu le polonais ?
6205419	Ich habe einen polnischen Freund.	6205416	J'ai un ami polonais.
6205434	Du hast so viel zu tun!	6205432	Tu as tellement de choses à faire !
6205447	Am Samstag gehen wir in einen Club.	6205446	Samedi nous allons dans un club.
6205449	Irgendwann muss man doch auch Zeit für sich haben.	6205448	Il faut parfois avoir du temps pour soi.
6205451	Gleich hier ist die Information.	6205450	Le bureau d'informations est juste ici.
6205463	Ich studiere Geographie und Russisch.	6205458	J'étudie la géographie et le russe.
6205470	Der Laden ist in der Nähe.	6205467	Le magasin est près d'ici.
6205477	Ich möchte Tierärztin werden.	6205475	Je voudrais devenir vétérinaire.
6205514	Wir fahren an den See, weil das Wetter so schön ist.	6050891	Nous allons au bord du lac, parce que le temps est très beau.
6205588	Wie geht es meinem großen Bruder?	6205574	Comment va mon grand frère ?
6205865	Ich wünsche dir eine Woche voller guter Dinge.	6052431	Je te souhaite une semaine pleine de bonnes choses.
