77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
984704	Das Leben ist hart.	1310461	La vie est dure.
984751	Du kannst mein Wörterbuch benutzen.	589616	Tu peux utiliser mon dictionnaire.
984769	Wenn du das Kabel anfasst, bekommst du einen Schlag.	999419	Si tu touches à ce câble, tu vas prendre une décharge.
984772	Der Hut passt dir nicht gut, er ist zu klein.	1087599	Le chapeau ne te va pas, il est trop petit.
984808	Während des Krieges lebten sie auf dem Land.	1890286	Pendant la guerre, ils vivaient à la campagne.
984809	Sie ist immer noch minderjährig.	885231	Elle est encore mineure.
984813	Das ist ein Pferd.	983687	C'est un cheval.
984833	In den Vereinigten Staaten wurden in den vergangenen 20 Jahren 20 Millionen neue Jobs geschaffen - die meisten davon im Dienstleistungssektor.	986186	Aux États-Unis d'Amérique, vingt millions de nouveaux emplois ont été créés dans les deux dernières décennies, la plupart d'entre eux dans le secteur des services.
984850	Besser einander beschimpfen als einen beschießen!	998653	Il vaut mieux s'insulter que de se tirer dessus !
984856	Kennst du ihren Vater?	1529230	Connais-tu son père ?
984860	Ich war in den letzten zehn Jahren nie krank.	1101459	Je n'ai jamais été malade de ces dix dernières années.
984899	Ich muss mich hinhauen.	984911	Je dois aller pioncer.
984928	Steigen Sie nicht auf diese Leiter, sie ist nicht sicher.	10465	Ne grimpez pas à cette échelle, elle n'est pas sûre.
984930	Steigt nicht auf diese Leiter, sie ist nicht sicher.	10465	Ne grimpez pas à cette échelle, elle n'est pas sûre.
984938	Früher trugen die Frauen Unterröcke unter ihren Kleidern.	984952	Les femmes portaient autrefois des jupons sous leurs vêtements.
985082	Am folgenden Morgen war der Schneemann vollständig geschmolzen.	987700	Le lendemain matin, le bonhomme de neige était complètement fondu.
985120	Heute ist mein Geburtstag.	985620	Aujourd'hui, c'est mon anniversaire.
985276	Der Wecker klingelt.	985279	Le réveil sonne.
985394	Mein Haus liegt in der Nähe eines Bahnhofs.	985068	Ma maison est proche d'une gare.
985395	Sein Haus liegt auf der anderen Seite der Brücke.	985063	Sa maison se trouve de l'autre côté du pont.
985396	Ihr Haus liegt auf der anderen Seite der Brücke.	985063	Sa maison se trouve de l'autre côté du pont.
985397	Kann ich alles essen?	984714	Je peux tout manger ?
985398	Sie ähnelt ihrer Tante.	984646	Elle ressemble à sa tante.
985399	Sie ähnelt seiner Tante.	984646	Elle ressemble à sa tante.
985400	Sie wurde von seiner Tante aufgezogen.	984647	Elle a été élevée par sa tante.
985401	Sie wurde von ihrer Tante großgezogen.	984647	Elle a été élevée par sa tante.
985403	Sie hat gestern ihre Tante besucht.	984645	Elle a rendu visite à sa tante hier.
985404	Sie hat gestern seine Tante besucht.	984645	Elle a rendu visite à sa tante hier.
985405	Sie wohnt bei meiner Tante zur Miete.	984638	Elle habite en location chez ma tante.
985408	Der Spion nahm Kontakt zum Feind auf.	984497	L'espion prit contact avec l'ennemi.
985409	Können Sie mich an der Bibliothek absetzen?	984259	Pouvez-vous me déposer à la bibliothèque ?
985410	Könnt ihr mich an der Bibliothek absetzen?	984259	Pouvez-vous me déposer à la bibliothèque ?
985411	Kannst du mich an der Bibliothek absetzen?	984257	Peux-tu me déposer à la bibliothèque ?
985413	Wünsch dir etwas, wenn du eine Sternschnuppe siehst.	983101	Fais un vœu lorsque tu vois une étoile filante.
985414	Ich habe gerade eine Sternschnuppe gesehen.	983095	Je viens de voir une étoile filante.
985416	Sie hat die Wohnung vor einem Monat geräumt und ist gegangen, ohne eine Adresse zu hinterlassen.	982701	Elle a vidé l'appartement il y a un mois et est partie sans laisser d'adresse.
985417	Das Folgende wurde teilweise einer wahren Geschichte nachempfunden.	982704	Ce qui suit fut partiellement inspiré d'une histoire vraie.
985418	Regeln sind dazu da, umgangen zu werden.	982681	Les règles sont faites pour être contournées.
985419	Sie weiß mehr darüber, als sie zugibt.	982692	Elle en sait davantage qu'elle admet.
985420	Ist dir aufgefallen, dass Actionfilmhelden nie die Munition auszugehen scheint?	982676	Tu as remarqué que les héros de films d'action semblent n'être jamais à court de munitions ?
985421	Seid flexibler.	982222	Soyez plus flexibles.
985422	Seien Sie flexibler.	982219	Soyez plus flexible.
985422	Seien Sie flexibler.	982220	Soyez davantage flexible.
985422	Seien Sie flexibler.	982221	Soyez davantage flexibles.
985422	Seien Sie flexibler.	982222	Soyez plus flexibles.
985423	Haben Sie den Unfall mit eigenen Augen gesehen?	982173	Avez-vous vu l'accident de vos propres yeux ?
985424	Habt ihr den Unfall mit eigenen Augen gesehen?	982173	Avez-vous vu l'accident de vos propres yeux ?
985425	Nichts Neues unter der Sonne.	364419	Rien de nouveau sous le soleil.
985425	Nichts Neues unter der Sonne.	982113	Rien de nouveau sous le ciel.
985430	Ich würde liebend gerne mit euch kommen, aber ich habe kein Geld.	980718	J'aimerais beaucoup venir avec vous mais je n'ai pas d'argent.
985585	Als der kulturelle Austausch zwischen beiden Ländern voranschritt, vertiefte sich das Verständnis füreinander.	986250	Comme l'échange culturel entre les deux pays progressait, la compréhension mutuelle s'approfondit.
985765	Sie zeigen keine Reue für ihre Missetaten, begehen aber weiterhin ein Verbrechen nach dem anderen.	986246	Ils ne montrent aucun regret pour leurs forfaits mais continuent de commettre crime sur crime.
985793	Man kann nicht mit bloßen Füßen auf heißem Sand laufen.	986244	On ne peut pas marcher pieds nus sur du sable brûlant.
985851	Er scheint nett zu sein, aber er hat einen fiesen Charakter.	986235	Il a l'air sympa, mais il a un caractère infect.
985875	Er schaute durch das Fenster.	986230	Il regarda par la fenêtre.
985885	Wenn man zwischen den Zeilen liest, ist dieser Brief eine dringende Bitte nach Geld.	986227	Si on lit entre les lignes, cette lettre est une demande urgente d'argent.
985901	Es tut mir leid, wenn ich dich gestört habe.	10889	Je suis désolée si je t'ai dérangé.
985940	Es war der kälteste Amtsantritt eines Präsidenten in der Geschichte der Nation.	986216	Ce fut le jour d'inauguration d'un président le plus froid de l'histoire de la nation.
985941	Kaltes Wetter und Insekten zerstörten ihre Ernte.	986211	Le temps froid et les insectes détruisirent leurs récoltes.
985944	Der Wahltag war kalt und regnerisch.	986208	Le jour de l'élection fut froid et pluvieux.
985945	Die Winter waren bitterkalt.	986205	Les hivers étaient très rudes.
985946	Es war äußerst kalt.	986204	Il faisait extrêmement froid.
986127	Amerikanische Truppen blieben bis 1933 in Nicaragua.	986201	Les troupes étasuniennes restèrent au Nicaragua jusqu'en 1933.
986128	Mehrere amerikanische Kriegsschiffe wurden nach Panama geschickt.	986199	Nombre de navires de guerre étasuniens furent envoyés à Panama.
986129	Die amerikanische Wirtschaft litt unter einer Rezession.	986198	L'économie étasunienne souffrait d'une récession.
986137	Die meisten Amerikaner stimmten mit Präsident Wilson überein.	986196	La plupart des Étasuniens étaient d'accord avec le président Wilson.
986139	Einige Amerikaner traten der Kommunistischen Partei bei.	986194	Quelques Étasuniens rejoignirent le parti communiste.
986141	Die Pocken waren den amerikanischen Ureinwohnern unbekannt.	986185	La variole était inconnue des Amérindiens.
986142	Die Amerikaner hatten sehr wenig Schießpulver.	986184	Les Étasuniens ne disposaient que de très peu de poudre à canon.
986143	Den Amerikanern gefiel der neue Plan nicht.	986183	Le nouveau plan ne plaisait pas aux Étasuniens.
986144	Viele amerikanische Flugzeuge wurden abgeschossen.	986181	De nombreux avions étasuniens furent abattus.
986144	Viele amerikanische Flugzeuge wurden abgeschossen.	986182	De nombreux appareils étasuniens furent abattus.
986200	Wir haben einen riesigen Stein mit Dynamit gesprengt.	986304	Nous avons fait exploser un énorme rocher à la dynamite.
986202	Sie hat eine gute Beinarbeit.	986275	Elle a un bon jeu de jambes.
986203	Ihre Geschichte hat uns sehr bewegt.	986307	Son histoire nous a très émus.
