77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
9789816	Ich glaube, dass Tom zu einer Hochzeit eingeladen ist.	9789811	Je pense que Tom est invité à un mariage.
9789870	Ich weiß nicht, ob Tom in der Schule ist oder nicht.	9789864	Je ne sais pas si Tom est à l'école ou pas.
9791322	Meine Katze miaut ununterbrochen.	9791297	Mon chat miaule sans cesse.
9793516	Was du nicht im Kopf hast, das kannst du auch für dich behalten.	980880	Ce que tu n'as pas en tête, tu peux aussi le garder pour toi.
3099953	Ich muss es selber machen.	2040940	Il me faut le faire moi-même.
3099953	Ich muss es selber machen.	2040942	Je dois le faire moi-même.
6119489	Was ist Ido?	9793790	Qu'est-ce que l'Ido ?
3515665	Schnall dich an, wenn du fährst.	9793978	Boucle ta ceinture quand tu conduis.
6572924	Er liebt mich.	6572928	Il m'aime.
9793589	Gott treibt mit dem Universum keine Würfelspiele.	971934	Dieu ne joue pas aux dés avec l'univers.
3138299	Der Asteroidengürtel befindet sich in dem Bereich zwischen der Umlaufbahn des Mars und der des Jupiter.	3138464	La ceinture d'astéroïdes est localisée dans la région entre les orbites de Mars et de Jupiter.
9794734	Maria hat mir in dieser schweren Zeit den Haushalt abgenommen.	9794730	Marie a fait le ménage pour moi pendant cette période difficile.
9794759	Maria hat dem Baby die Rassel weggenommen.	9794752	Marie a enlevé le hochet du bébé.
8231389	Das ist eine ganz natürliche Reaktion.	9795371	C'est une réaction parfaitement naturelle.
5840658	Delilah bat Samson: "Verrate mir, was ist die Ursache deiner Stärke?".	9795374	Delilah demanda à Samson, « Dis-moi, d'où tiens-tu ta force ? »
2335119	Die Berliner Mauer wurde errichtet, um zu verhindern, dass Ostdeutsche in den Westen fliehen.	9795377	Le mur de Berlin a été construit pour empêcher que les Allemands de l'Est ne fuient vers l'Ouest.
7757543	Teilen macht Freude.	9795380	Partager, c'est sympa.
6895342	Ich habe das Lied zu tief angestimmt. Ich fange noch einmal zwei Noten höher an.	9795393	J'ai joué la chanson dans un registre trop grave. Je vais reprendre deux notes plus hautes.
1880517	„Ich habe dich nicht vergessen“, sagte er und schüttelte den Kopf.	9795399	« Je ne t'ai pas oublié », dit-il en secouant la tête.
1928677	Er ist verheiratet und hat drei Kinder.	9795402	Il est marié et a trois enfants.
7345004	Tom und Maria brauchten nicht selbst dahin.	9795403	Tom et Maria n'avaient pas besoin d'y aller eux-mêmes.
8965680	Bist du nicht Vegetarierin?	9795405	N'es-tu pas végétarienne ?
4884733	Nimm die Erfahrung und die Urteilskraft der Menschen über fünfzig heraus aus der Welt und es wird nicht genug übrig bleiben, um ihren Bestand zu sichern.	9795412	Si vous retirez au monde l'expérience et le jugement des personnes de plus de cinquante ans, il n'y en aura plus assez pour assurer son bon fonctionnement.
7757543	Teilen macht Freude.	9795414	Partager donne la paix.
4209754	Hast du irgendwelche Nachrichten für mich?	9795450	As-tu la moindre nouvelle pour moi ?
9795833	Sind deutsche Männer romantischer als deutsche Frauen?	9795826	Les hommes allemands sont-ils plus romantiques que les femmes allemandes ?
7592092	Tom ist ein schlechter Mensch.	9797522	Tom est une mauvaise personne.
8961648	Er seufzte.	9797525	Il soupira.
5228694	Er ist Astronaut.	9797528	Il est astronaute.
5228694	Er ist Astronaut.	9797527	C'est un astronaute.
7289996	Rufen Sie meinen Ehemann an.	1730013	Appelez mon mari !
9798172	Was wollen sie uns aufhalsen?	8741415	Que veulent-ils nous imposer ?
9798173	Wollten Sie mir das schenken?	9583676	Vouliez-vous me l'offrir ?
9798174	Bei solchen Sachen ist es immer das Beste, nichts zu sagen.	6934096	Sur telles affaires toujours, le meilleur est de ne rien dire.
9798180	Kochen ist die älteste der Künste.	7761433	La cuisine est le plus ancien des arts.
9798190	Tiere sind nicht so dumm, wie man glaubt.	7478963	Les bêtes ne sont pas si bêtes que l'on pense.
9798195	Du sprichst von einem Geschenk!	8900407	Tu parles d'un cadeau !
9798198	Sie kommt heute Abend.	8655963	Elle va venir ce soir.
9798207	Dieses neue Restaurant hat gerade erst eröffnet.	8627803	Ce nouveau restaurant vient d'ouvrir.
9798215	Er hat Exkremente von Bären entdeckt.	9161519	Il a découvert des excréments d'ours.
9798226	Der 18. Juni 1815. Napoleon ist geflohen. Die Schlacht von Waterloo ist verloren. Von allen Seiten umzingelt, weigern sich die Bataillons der Alten Garde nachzugeben. An der Spitze dieser Männer steht Cambronne. Dieser General des Kaiserreichs, der sich während der Napoleonischen Kriege hervorgetan hatte, weigert sich trotz der englischen Aufforderungen, sich zu ergeben. Der feindliche General, Colville, befiehlt ihm, die Waffen niederzulegen. Er antwortete ihm stolz: „Die Garde stirbt, ergibt sich aber nicht!“ Colville bestand erneut darauf, und da antwortete ihm Cambronne mit einem kurzen, aber klaren Wort: « Merde ! »	9798131	Le 18 juin 1815. Napoléon a fui. La bataille de Waterloo est perdue. Cernés de toutes parts, les bataillons de la Vieille Garde refusent de céder. A la tête de ces hommes, Cambronne. Ce général d’empire, qui s’est illustré durant les guerres napoléoniennes, refuse de se rendre en dépit des sommations anglaises. Le général ennemi, Colville, lui ordonne de déposer les armes. Il lui aurait alors fièrement répondu : « La garde meurt mais ne se rend pas ! » Colville insiste encore, et c’est alors que Cambronne lui aurait répondu d’un mot court mais clair : « Merde ! »
9798231	Die Extremitäten des Körpers wurden schon kalt, und ich sah, wie der Tod immer näher kam, ohne dass es mir möglich schien, ihn aufzuhalten.	4254630	Les extrémités du corps se refroidissaient déjà, et je vis que la mort s'approchait, sans qu'il me parût possible de l'enrayer.
9798234	Erlauben Sie mir?	460598	Me permettez-vous ?
9798245	Tom versucht sich in Szene zu setzen.	6201950	Tom œuvre à frimer.
9798254	Ich liebe es, zuhause die Seele baumeln zu lassen.	9669197	J'aime musarder chez moi.
9798265	Das Gipfeltreffen wird ein Erfolg, wenn es sehr gut vorbereitet ist.	2846200	Le sommet sera une réussite à condition qu'il soit très bien préparé.
9798283	Ich habe den Mann, den Sie dafür brauchen.	4546471	J'ai l'homme qu'il faut pour ça.
9798285	Sie arbeitet hart, um das zu erreichen.	9161141	Elle travaille dur pour y parvenir.
9798290	Sie ist in Alarmbereitschaft.	8690757	Elle est sur le qui-vive.
9798303	Nehmen Sie sich vor dem Penner in Acht!	8951282	Méfiez-toi de ce va-nu-pieds !
9798306	Ich bin vor ihm angekommen.	9466689	Je suis arrivé avant lui.
9798403	Maria bringt ein Päckchen für das Kind.	9798402	Marie apporte un petit paquet pour l'enfant.
9798630	Das Erlernen von Ido ist so leicht, dass Sie es fast sofort anwenden können.	9798445	Apprendre l'ido est si facile que vous pourrez l'utiliser presque aussitôt.
