77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
10229038	Thomas sprengt den Rahmen.	7715757	Thomas crève l'écran.
10229057	Als der Abend gekommen war, war die Schäferin damit beschäftigt, die Schafe in den Stall zurückzutreiben, wogegen der Herbergsvater den Gästen zusah, wie sie wegfuhren.	9361733	Le soir venu, la bergère s'occupait de rentrer les moutons dans l'étable, l'aubergiste, quant à lui, regardait les clients partir.
678898	Sie wohnen in dieser Stadt.	10229063	Ils habitent dans cette ville.
10229076	Ich habe den Berufsberater aufgesucht.	8681788	Je suis allé voir le conseiller d'orientation.
10229086	Krabben und Garnelen sind Schalentiere.	8631095	Les crabes et les crevettes sont des crustacés.
10229091	Vorsicht! Das ist radioaktiver Abfall.	8671375	Attention ! Ce déchet est radioactif.
10229097	Er gibt sein Geld für Klimbim aus.	8700326	Il dépense ses sous dans des bêtises.
10229101	Sie wurde schließlich bleich.	6203959	Elle finit de pâlir.
2153714	Er wohnt außerhalb der Stadt.	10229108	Il habite hors de la ville.
10229109	Sobald wir den Vertrag haben, schicken wir ihn an die Buchhaltung.	2860659	Dès que nous recevrons le contrat, nous l'enverrons au service comptabilité.
10229111	Sie wissen nicht, was zu tun ist.	9713063	Ils ne savent pas ce qu'il faut faire.
2666902	Ich muss in die Stadt.	10229113	Il faut que je me rende en ville.
10229156	Die Nonnen trugen Belamies.	9557899	Les religieuses portaient des bélamies.
1856268	Glas wird aus Sand hergestellt.	10229270	Le verre est fabriqué à partir de sable.
10229294	Im indischen Bundesstaat Uttar Pradesh leben mehr Menschen als in ganz Russland.	10229927	Plus de personnes vivent dans l'État indien d'Uttar Pradesh que dans toute la Russie.
10229006	Ich halte seit drei Tagen Wache.	10230108	Je suis de garde depuis trois jours.
10230234	Seine Leiche lag auf dem Boden.	8696234	Son corps gisait sur le sol.
10230237	Ihre Leiche lag auf dem Boden.	8696234	Son corps gisait sur le sol.
10230508	Sie sind bestimmt Alexander?	10230503	Vous êtes bien Alexandre ?
10230509	Kleiner Schelm!	8187309	Petit coquin !
10230519	Die Ärmste!	10230518	La pauvre !
10230524	Ich finde das wirklich schade.	10230523	Je trouve ça vraiment dommage.
10230528	Das ist eine echte Herausforderung.	10230526	C'est un vrai défi.
10231721	Tom und Maria trugen eine Weihnachtsmannmütze.	9497187	Tom et Marie portaient des bonnets de Père Noël.
10231972	Maria spricht kein Deutsch.	10230008	Maria ne parle pas allemand.
10232017	Er heiratete sie später.	4702211	Il l'épousa plus tard.
8500157	Ich lasse mir einen Bart wachsen.	10233008	Je me laisse pousser la barbe.
2167523	Das ist eine Pflanze.	10233014	C'est une plante.
10083957	Ich war todunglücklich.	5933987	J'avais le cœur brisé.
10234116	Gehen Sie sachte mit Chlodwig um, er ist sehr empfindlich.	10234115	Allez-y doucement avec Clovis, il est très sensible.
10234121	Der Brief trägt den Stempel von Berlin.	10234117	La lettre est timbrée de Berlin.
10234123	Es ist ein Eisberg.	10234122	C'est un iceberg.
10234127	Clemens ist öfter unterwegs.	10234126	Clément est assez souvent sur les routes.
10234377	Er tat so, als liebte er mich.	10235479	Il a fait semblant de m'aimer.
10234113	Ein Sammler muss dreimal Freude an seinen Briefmarken haben: einmal beim Kauf, einmal beim Besitz und einmal beim Verkauf.	10235487	Un collectionneur doit profiter de ses timbres trois fois : une fois lors de l'achat, une fois lors de la possession et une fois lors de la vente.
10235786	Er schreibt ihm einen Brief.	8676382	Il lui écrit une lettre.
10235782	Er schreibt ihr einen Brief.	8676382	Il lui écrit une lettre.
1205935	Aus nichts wird nichts.	10236669	On ne fait rien avec rien.
676051	Werden Sie schon bedient?	10236670	Vous êtes déjà servi ?
10237126	Haben Sie ihnen gedankt?	10237125	Les avez-vous remerciés ?
10238301	Aurelia braucht Geld.	10238296	Aurélie a besoin d'argent.
2630291	Das nimmt kein Ende.	10238309	C'est sans fin.
10238319	Das ist furchtbar einfach.	10238318	C'est tout ce qu'il y a de plus simple.
7005822	Er stank nach Alkohol.	8682520	Il empestait l'alcool.
651286	Wo ist er?	8681957	Il est où ?
2573742	Wo steckt er?	8681957	Il est où ?
589948	Nimm die erste Straße rechts.	10239069	Prends la première rue à droite.
999212	Die Straßen sind voller Autos.	10239070	Les rues sont pleines de voitures.
10239164	Ich werde Ihnen nichts geben.	10239162	Je ne vous donnerai rien.
10239182	Bitte einen Zitronentee!	10239178	Un thé au citron, s'il vous plaît !
10239186	Einen Kaffee mit Sahne bitte.	10239185	Un café avec de la crème, s'il vous plaît.
1179740	Spinnen machen mir Angst.	10239211	Les araignées me font peur.
10239218	Ein Vermögen ist in einem Kopf sicherer als in einer Tasche.	6778004	Une fortune est plus à l'abri dans une tête que dans un sac.
10239490	Er ist fast nie zu Hause.	10239506	Il n'est pratiquement jamais chez lui.
10239491	Sie ist fast nie zu Hause.	10239507	Elle n'est pratiquement jamais chez elle.
10239492	Sie sind fast nie zu Hause.	10239508	Ils ne sont pratiquement jamais chez eux.
10239496	Die sind fast nie zu Hause.	10239508	Ils ne sont pratiquement jamais chez eux.
10239492	Sie sind fast nie zu Hause.	10239510	Elles ne sont pratiquement jamais chez elles.
10239496	Die sind fast nie zu Hause.	10239510	Elles ne sont pratiquement jamais chez elles.
10239493	Wir sind fast nie zu Hause.	10239511	Nous ne sommes pratiquement jamais chez nous.
10239493	Wir sind fast nie zu Hause.	10239513	On n'est pratiquement jamais chez nous.
10239492	Sie sind fast nie zu Hause.	10239539	Vous n'êtes pratiquement jamais chez vous.
10239544	Du bist fast nie zu Hause.	10239543	Tu n'es pratiquement jamais chez toi.
10240247	Dieser Schüler ist überall gut.	10240246	Cet élève est bon partout.
10240250	Wir haben den rechten Augenblick gewählt.	10240249	Nous avons choisi le bon moment.
10240255	Das Wetter ist angenehm.	10240254	Le temps est agréable.
10227635	Programmiersprachen sind ihr Hobby.	515666	Les langages de programmation sont son hobby.
10227631	JavaScript ist eine Programmiersprache.	7007456	JavaScript est un langage de programmation.
10230239	Wenn du in Paris bist, kannst du dir den Louvre anschauen.	382458	Si tu es à Paris, tu peux aller visiter le Louvre.
8634494	Bist du Mitglied in einem Sportverein?	10241511	Es-tu membre d'un club sportif ?
2301570	Ich möchte in einen Sportverein eintreten.	10241514	Je voudrais m'inscrire dans un club de sport.
