77	Lass uns etwas versuchen!	3091	Essayons quelque chose !
13021768	Sie können auf uns zählen.	13021738	Vous pouvez compter sur nous.
13021884	Ich überquerte den Platz.	13021877	J'ai traversé la place.
13018122	Fünf ist die Zahl zwischen vier und sechs.	13018094	Cinq est le nombre entre quatre et six.
13022031	Willst du meinen Standpunkt hören?	13022024	Est-ce que tu veux entendre mon point de vue ?
2300348	Ich bin sehr neugierig.	13022043	Je suis très curieuse.
13022246	Rußland ist ein riesiges Land.	11718757	La Russie est un immense pays.
13022246	Rußland ist ein riesiges Land.	11718753	La Russie est un pays immense.
12336214	Sie schläft eine Nacht bei uns.	13022259	Elle dort une nuit chez nous.
13022264	Wir haben nicht viel zu verlieren.	13022262	Nous n'avons pas grand-chose à perdre.
13022268	Johannes und Jakobus sind gute Freunde.	13022266	Jean et Jacques sont de bons amis.
5711564	Unsere Firma hat viele Kunden im Ausland.	13022271	Notre entreprise a beaucoup de clients à l'étranger.
2220226	Sie verstehen mich nicht.	13022301	Vous ne me comprenez pas.
13022302	Ihr versteht mich nicht.	13022301	Vous ne me comprenez pas.
13022329	Rußland ist das größte Land der Welt.	10735707	La Russie est le plus grand pays au monde.
13022339	Die Mongolei grenzt an zwei Länder: Rußland und China.	4081065	La Mongolie a des frontières avec deux pays : la Russie et la Chine.
13022973	Ich komme in Frieden.	6885492	Je viens en paix.
7460801	Wovor hast du am meisten Angst?	13023069	Que crains-tu le plus ?
13023146	Wie sieht dieses Ding aus?	13023145	À quoi ressemble cette chose ?
13023151	Wir haben verschiedene Dinge zu besprechen.	13023150	Nous devons aborder plusieurs sujets.
1832609	Tom möchte berühmt sein.	13023314	Tom veut être célèbre.
2189746	Man kann seine Alpträume mit einem Traumfänger einfangen.	2161482	On peut employer un capteur de rêves pour capturer ses cauchemars.
13023449	Ich fürchte mich nicht.	769353	Je n'ai pas peur.
5228660	Er ist Geisterjäger.	9932812	Il est chasseur de fantômes.
13024011	Willkommen in der Slowakei!	13024010	Bienvenue en Slovaquie !
10500419	Willkommen im Paradies!	13024044	Bienvenue au paradis !
9327731	Er kann Portugiesisch.	9986856	Il peut parler portugais.
13024156	Die Grausamkeit des Menschen ist grenzenlos.	7860225	La cruauté humaine est sans limites.
2779608	Die menschliche Grausamkeit kennt keine Grenzen.	7860225	La cruauté humaine est sans limites.
13024183	Ich hoffe, das ist genug.	7414873	J'espère que ça suffit.
13022746	Ein froher Sinn ist wie der Frühling. Er öffnet die Blüten der menschlichen Natur.	13024212	La bonne humeur est comme le printemps, car elle fait fleurir la nature humaine.
13024257	Ihr beginnt mir auf die Nerven zu gehen.	13024254	Vous commencez à me taper sur les nerfs.
13022746	Ein froher Sinn ist wie der Frühling. Er öffnet die Blüten der menschlichen Natur.	13024276	La joie est comme le printemps, car elle fait fleurir la nature humaine.
13024304	Wie schnell kann man Esperanto lernen?	13024312	En combien de temps peut-on apprendre l’espéranto ?
12941608	Also hat sie dich geküsst?	12941607	Alors elle t'a embrassé ?
12916856	Der Morgen ist der erste Teil des Tages.	12916840	Le matin est la première partie de la journée.
12916850	Der Abend ist der letzte Teil des Tages.	12916842	Le soir est la dernière partie de la journée.
8861598	Hören Sie bitte zu!	1143722	Veuillez écouter !
8861598	Hören Sie bitte zu!	7938872	Écoutez, s'il vous plaît.
10887314	Ziri berührte Rima.	11034190	Ziri toucha Rima.
10887314	Ziri berührte Rima.	11034189	Ziri touchait Rima.
10887314	Ziri berührte Rima.	11034188	Ziri a touché Rima.
12071972	Dieser Truthahn ist köstlich.	13024436	Cette dinde est délicieuse.
13024573	Kann jemand Französisch?	8737400	Quelqu'un connaît-il le français ?
13024798	Die Welt ist zu einem großen Dorf geworden.	13024816	Le monde est devenu un grand village.
13024798	Die Welt ist zu einem großen Dorf geworden.	13024818	Le monde est devenu un gros village.
13025181	Ich habe, glaube ich, nicht die Willensstärke, mit dem Rauchen aufzuhören.	9710574	Je ne pense pas que j'ai assez de volonté pour arrêter de fumer.
13025469	Im Gymnasium gibt es keine Heizung.	13025468	Il n'y a pas de chauffage au lycée.
8173207	Die Maus hat ein Stück Käse.	13025470	La souris a un morceau de fromage.
13025506	Willkommen in Syrien!	13025505	Bienvenue en Syrie !
10103409	Willkommen in Frankreich!	13025549	Bienvenue en France !
10061386	Willkommen in Kanada!	13025563	Bienvenue au Canada !
13025746	Er hat immer ein ausschweifendes Leben geführt.	13023775	Il a toujours vécu une vie de débauche.
13025747	Er verbrachte sein ganzes Leben in Ausschweifungen.	13025745	Il a passé toute sa vie dans la débauche.
13025948	Du bist bei mir nicht mehr willkommen.	6812861	Tu n'es plus la bienvenue chez moi.
13025948	Du bist bei mir nicht mehr willkommen.	6812860	Tu n'es plus le bienvenu chez moi.
