id	fr	de	file_name
251	J'ai vingt ans.	Ich bin zwanzig Jahre alt.	a1_09
252	Quel livre lis-tu ?	Welches Buch liest du?	a1_09
253	Je vois l'homme.	Ich sehe den Mann.	a1_10
254	Je vois la femme.	Ich sehe die Frau.	a1_10
255	Je vois l'enfant.	Ich sehe das Kind.	a1_10
256	J'achèterai la pomme.	Ich kaufe den Apfel.	a1_10
257	Il achète le journal.	Er kauft die Zeitung.	a1_10
258	Elle achète le livre.	Sie kauft das Buch.	a1_10
259	Nous rendons visite au professeur.	Wir besuchen den Lehrer.	a1_10
260	Je prends le bus.	Ich nehme den Bus.	a1_10
261	Il boit le café.	Er trinkt den Kaffee.	a1_10
262	Elle mange le gâteau.	Sie isst den Kuchen.	a1_10
263	Nous avons besoin d'un ordinateur.	Wir brauchen einen Computer.	a1_10
264	Je cherche un appartement.	Ich suche eine Wohnung.	a1_10
265	Il a un chien.	Er hat einen Hund.	a1_10
266	Elle achète un billet.	Sie kauft ein Ticket.	a1_10
267	Je connais quelqu'un ici.	Ich kenne einen Mann hier.	a1_10
268	Il lit un roman.	Er liest einen Roman.	a1_10
269	Elle a une sœur.	Sie hat eine Schwester.	a1_10
270	Nous partons en voyage.	Wir machen einen Ausflug.	a1_10
271	Je ne vois aucune erreur.	Ich sehe keinen Fehler.	a1_10
272	Il n'a pas de chat.	Er hat keine Katze.	a1_10
273	Elle n'a pas besoin de voiture.	Sie braucht kein Auto.	a1_10
274	Nous n'avons pas faim.	Wir haben keinen Hunger.	a1_10
275	Je vais demander au professeur.	Ich frage den Lehrer.	a1_10
276	Il appelle sa mère.	Er ruft die Mutter an.	a1_10
277	Elle ouvre la fenêtre.	Sie öffnet das Fenster.	a1_10
278	Je prendrai la route de gauche.	Ich nehme die Straße links.	a1_10
279	Il observe l'oiseau dans l'arbre.	Er beobachtet den Vogel im Baum.	a1_10
280	Nous allons visiter le zoo samedi.	Wir besuchen den Zoo am Samstag.	a1_10
281	Je sais nager.	Ich kann schwimmen.	a1_11
282	Vous êtes un bon cuisinier.	Du kannst gut kochen.	a1_11
283	Malheureusement, il ne peut pas venir.	Er kann leider nicht kommen.	a1_11
284	Nous pouvons nous rencontrer demain.	Wir können uns morgen treffen.	a1_11
285	Puis-je vous aider?	Kann ich Ihnen helfen?	a1_11
286	Je dois travailler aujourd'hui.	Ich muss heute arbeiten.	a1_11
287	Tu dois faire tes devoirs.	Du musst die Hausaufgaben machen.	a1_11
288	Il doit aller chez le médecin.	Er muss zum Arzt gehen.	a1_11
289	Nous devons nous lever tôt.	Wir müssen früh aufstehen.	a1_11
290	Vous devez partir maintenant ?	Musst du jetzt gehen?	a1_11
291	Je veux apprendre l'allemand.	Ich will Deutsch lernen.	a1_11
292	Vous souhaitez voyager en Allemagne.	Du willst nach Deutschland reisen.	a1_11
293	Il veut acheter une voiture.	Er will ein Auto kaufen.	a1_11
294	Nous voulons manger ensemble.	Wir wollen zusammen essen.	a1_11
295	Tu veux venir ?	Willst du mitkommen?	a1_11
296	Je voudrais un café, s'il vous plaît.	Ich möchte einen Kaffee, bitte.	a1_11
297	Voulez-vous du thé ?	Möchtest du Tee?	a1_11
298	Il veut dormir.	Er möchte schlafen.	a1_11
299	Nous aimerions visiter le musée.	Wir möchten das Museum besuchen.	a1_11
300	Je n'ai pas le droit de fumer ici.	Ich darf hier nicht rauchen.	a1_11
