id	fr	de	file_name
551	Ils seront à l'heure.	Sie werden pünktlich sein.	a1_20
552	Tu viendras ?	Werdet ihr kommen?	a1_20
553	Il travaillera dur.	Er wird viel arbeiten.	a1_20
554	Que feras-tu demain ?	Was werden Sie morgen machen?	a1_20
555	Je resterai à la maison.	Ich werde zu Hause bleiben.	a1_20
556	Il va faire beau.	Es wird ein schöner Tag werden.	a1_20
557	M'écriras-tu ?	Wirst du mir schreiben?	a1_20
558	Je vais vous expliquer cela.	Das werde ich dir erklären.	a1_20
559	On verra.	Wir werden sehen.	a1_20
560	Stationnement interdit ici !	Hier darf man nicht parken!	assimil_23
561	Tu ne sais pas lire ?	Kannst du nicht lessen?	assimil_23
562	Le panneau indique : Stationnement interdit.	Hier steht: Parken verboten.	assimil_23
563	Hahaha ! Très drôle !	Hahaha! Sehr witzig!	assimil_23
564	Que dois-je faire?	Was soll ich machen?	assimil_23
565	Tout est complètement rempli de voitures garées.	Alles ist vollgeparkt.	assimil_23
566	Ou préférez-vous porter les valises jusqu'ici ?	Oder willst du die Koffer bis hierher tragen?	assimil_23
567	Désolé, vous avez raison.	Sorry, du hast recht.	assimil_23
568	Déchargeons rapidement la voiture.	Lass uns dans schnell das Auto ausladen.	assimil_23
569	avant l'arrivée de la police.	bevor die Polizei kommt.	assimil_23
570	Ce sera assurément génial !	Es wird bestimmt toll	assimil_24
571	Viens avec moi!	Komm doch mit!	assimil_24
572	Nous partons le 30 juin.	Wir fahren am dreissigsten Juni los.	assimil_24
573	Merci, mais je suis trop vieux pour ce genre de choses.	Danke, ich bin aber zu alt fûr sowas.	assimil_24
574	Oh, allez ! Quel âge as-tu, au fait ?	Ach was! Wie alt bist eigentlich?	assimil_24
575	Trente-neuf ans, mais plus maintenant.	Neununddreissig, aber nich mehr lage.	assimil_24
576	J'aurai quarante ans le 2 juillet.	Am zweiten Juli werde ich vierzig	assimil_24
577	Et alors ? On a l'âge qu'on se sent avoir.	Na, und? Man ist son alt, wie man sich fühlt.	assimil_24
578	Bonjour ! Je m’appelle Marie.	Hallo! Mein Name ist Marie.	basic_1
579	J’ai 25 ans et j’habite à Paris, en France.	Ich bin 25 Jahre alt und lebe in Paris, Frankreich.	basic_1
580	Je suis française.	Ich bin ein Franzose.	basic_1
581	Je vis dans un petit appartement avec mon chat.	Ich wohne in einer kleinen Wohnung mit meiner Katze.	basic_1
582	Mon chat s’appelle Minou.	Meine Katze heißt Minou.	basic_1
583	Il est blanc avec des yeux verts.	Er ist weiß mit grünen Augen.	basic_1
584	Il est très gentil, mais parfois il est un peu paresseux.	Er ist sehr nett, aber manchmal ein bisschen faul.	basic_1
585	Il aime dormir toute la journée sur le canapé ou près de la fenêtre.	Er schläft am liebsten den ganzen Tag auf dem Sofa oder in der Nähe des Fensters.	basic_1
586	Mon appartement est petit mais confortable.	Meine Wohnung ist klein, aber gemütlich.	basic_1
587	Il y a une chambre, une cuisine, une salle de bain et un salon.	Es gibt ein Schlafzimmer, eine Küche, ein Badezimmer und ein Wohnzimmer.	basic_1
588	Dans le salon, il y a un canapé, une table et une télévision.	Im Wohnzimmer befinden sich ein Sofa, ein Tisch und ein Fernseher.	basic_1
589	Dans la cuisine, il y a un frigo, un four et une petite table.	In der Küche befinden sich ein Kühlschrank, ein Backofen und ein kleiner Tisch.	basic_1
590	J’aime mon appartement parce qu’il est calme et lumineux.	Ich mag meine Wohnung, weil sie ruhig und hell ist.	basic_1
591	Je travaille dans un café qui s’appelle “Le Bon Café”.	Ich arbeite in einem Café namens „Le Bon Café“.	basic_1
592	Le café est près de chez moi.	Das Café ist in der Nähe meines Hauses.	basic_1
593	Je marche environ dix minutes pour aller au travail.	Ich brauche etwa zehn Minuten zu Fuß zur Arbeit.	basic_1
594	J’aime mon travail parce que j’aime parler avec les gens.	Ich liebe meinen Job, weil ich gerne mit Menschen rede.	basic_1
595	Je vois beaucoup de clients chaque jour.	Ich sehe jeden Tag viele Kunden.	basic_1
596	Certains clients viennent tous les jours.	Manche Kunden kommen jeden Tag.	basic_1
597	Je connais leurs habitudes.	Ich kenne ihre Gewohnheiten.	basic_1
598	Par exemple, Monsieur Dupont prend toujours un café noir sans sucre.	Herr Dupont trinkt beispielsweise immer schwarzen Kaffee ohne Zucker.	basic_1
599	Madame Martin aime le thé avec du lait.	Frau Martin trinkt ihren Tee gern mit Milch.	basic_1
600	Le matin, je me lève à 7 heures.	Morgens stehe ich um 7 Uhr auf.	basic_1
