id	fr	de	file_name
701	Parfois, je téléphone à ma famille.	Manchmal rufe ich meine Familie an.	basic_1
702	Mes parents habitent dans une autre ville.	Meine Eltern leben in einer anderen Stadt.	basic_1
703	Je parle avec eux chaque semaine.	Ich spreche jede Woche mit ihnen.	basic_1
704	J’aime ma vie à Paris.	Ich liebe mein Leben in Paris.	basic_1
705	C’est une grande ville avec beaucoup de choses à faire.	Es ist eine große Stadt mit vielen Freizeitmöglichkeiten.	basic_1
706	Il y a des musées, des parcs, des magasins et des restaurants.	Es gibt Museen, Parks, Geschäfte und Restaurants.	basic_1
707	Parfois, je me promène dans la ville.	Manchmal mache ich einen Spaziergang durch die Stadt.	basic_1
708	Je marche dans les rues et je regarde les bâtiments.	Ich gehe durch die Straßen und betrachte die Gebäude.	basic_1
709	J’aime voir les touristes et entendre différentes langues.	Ich freue mich, Touristen zu sehen und verschiedene Sprachen zu hören.	basic_1
710	Je rêve aussi de voyager.	Ich träume auch vom Reisen.	basic_1
711	Je veux visiter d’autres pays.	Ich möchte andere Länder besuchen.	basic_1
712	Par exemple, je veux aller en Espagne, en Italie et en Allemagne.	Ich möchte zum Beispiel nach Spanien, Italien und Deutschland reisen.	basic_1
713	J’aime découvrir de nouvelles cultures.	Ich genieße es, neue Kulturen zu entdecken.	basic_1
714	Mais pour le moment, je suis contente de ma vie.	Aber im Moment bin ich zufrieden mit meinem Leben.	basic_1
715	J’ai un travail, un appartement, des amis et un chat.	Ich habe einen Job, eine Wohnung, Freunde und eine Katze.	basic_1
716	C’est une vie simple, mais heureuse.	Es ist ein einfaches, aber glückliches Leben.	basic_1
717	Chaque jour est un peu différent, mais j’aime ma routine.	Jeder Tag ist ein bisschen anders, aber ich mag meine Routine.	basic_1
718	Je travaille, je mange, je parle avec les gens et je me repose.	Ich arbeite, ich esse, ich unterhalte mich mit Leuten und ich ruhe mich aus.	basic_1
719	Je pense que la vie est belle quand on apprécie les petites choses : un bon café, un sourire, un moment avec des amis.	Ich finde, das Leben ist schön, wenn man die kleinen Dinge zu schätzen weiß: einen guten Kaffee, ein Lächeln, einen Moment mit Freunden.	basic_1
720	Et toi, quelle est ta vie ?	Und du, wie sieht dein Leben aus?	basic_1
721	Lorsque j’avais six ans j’ai vu, une fois, une magnifique image, dans un livre sur la forêt vierge qui s’appelait Histoires vécues.	Als ich sechs Jahre alt war, sah ich einmal ein großartiges Bild in einem Buch über den Regenwald mit dem Titel „Wahre Geschichten“.	le_petit_prince_1
