id	fr	de	file_name
101	Vous buvez du thé.	Du trinkst Tee.	a1_04
102	Il écrit un courriel.	Er schreibt eine E-Mail.	a1_04
103	Elle écoute de la musique.	Sie hört Musik.	a1_04
104	Nous apprenons l'allemand.	Wir lernen Deutsch.	a1_04
105	Tu as des devoirs.	Ihr habt Hausaufgaben.	a1_04
106	Ils travaillent beaucoup.	Sie arbeiten viel.	a1_04
107	Je suis fatigué.	Ich bin müde.	a1_04
108	Vous n'êtes pas fatigué.	Du bist nicht müde.	a1_04
109	Ils sont en couple.	Er und sie sind ein Paar.	a1_04
110	Nous et vous, nous apprenons tous ensemble.	Wir und ihr - wir alle lernen zusammen.	a1_04
111	Il pleut aujourd'hui.	Es regnet heute.	a1_04
112	J'apprends l'allemand.	Ich lerne Deutsch.	a1_05
113	Vous apprenez aussi l'allemand.	Du lernst auch Deutsch.	a1_05
114	Il étudie depuis un mois.	Er lernt seit einem Monat.	a1_05
115	Elle apprend très vite.	Sie lernt sehr schnell.	a1_05
116	Nous apprenons ensemble.	Wir lernen zusammen.	a1_05
117	On apprend à l'école.	Ihr lernt in der Schule.	a1_05
118	Vous apprendrez cela au cours de ce cours.	Sie lernen im Kurs.	a1_05
119	J'habite à Berlin.	Ich wohne in Berlin.	a1_05
120	Vous habitez à Hambourg.	Du wohnst in Hamburg.	a1_05
121	Il vit dans un petit appartement.	Er wohnt in einer kleinen Wohnung.	a1_05
122	Nous vivons ensemble.	Wir wohnen zusammen.	a1_05
123	Je joue au tennis.	Ich spiele Tennis.	a1_05
124	Tu joues de la guitare.	Du spielst Gitarre.	a1_05
125	Il joue au football.	Er spielt Fußball.	a1_05
126	Nous jouons souvent ensemble.	Wir spielen oft zusammen.	a1_05
127	J'achète du pain.	Ich kaufe Brot.	a1_05
128	Vous achetez du lait.	Du kaufst Milch.	a1_05
129	Il achète des pommes.	Er kauft Äpfel.	a1_05
130	Nous faisons nos courses au supermarché.	Wir kaufen im Supermarkt ein.	a1_05
131	J'entends de la musique.	Ich höre Musik.	a1_05
132	Vous écoutez la radio.	Du hörst Radio.	a1_05
133	Il écoute un podcast.	Er hört einen Podcast.	a1_05
134	Nous écoutons le professeur.	Wir hören dem Lehrer zu.	a1_05
135	Je travaille du lundi au vendredi.	Ich arbeite von Montag bis Freitag.	a1_05
136	Vous travaillez également le week-end.	Du arbeitest auch am Wochenende.	a1_05
137	Il prépare le dîner.	Er kocht das Abendessen.	a1_05
138	Elle boit du café tous les matins.	Sie trinkt jeden Morgen Kaffee.	a1_05
139	Nous faisons du sport ensemble.	Wir machen zusammen Sport.	a1_05
140	Je suis étudiant.	Ich bin Student.	a1_06
141	Vous êtes enseignant.	Du bist Lehrerin.	a1_06
142	Il est médecin.	Er ist Arzt.	a1_06
143	Elle est infirmière.	Sie ist Krankenschwester.	a1_06
144	Il fait froid aujourd'hui.	Es ist kalt heute.	a1_06
145	Nous sommes amis.	Wir sind Freunde.	a1_06
146	Vous êtes fatigué(e).	Ihr seid müde.	a1_06
147	Ils viennent d'Allemagne.	Sie sind aus Deutschland.	a1_06
148	J'ai une voiture.	Ich habe ein Auto.	a1_06
149	Vous avez un chat.	Du hast eine Katze.	a1_06
150	Il a deux enfants.	Er hat zwei Kinder.	a1_06
