id	fr	de	file_name
51	J'écoute une chanson.	Ich höre ein Lied.	a1_02
52	C'est un mot simple.	Das ist ein einfaches Wort.	a1_02
53	Il a un frère et une sœur.	Er hat einen Bruder und eine Schwester.	a1_02
54	Je vois un oiseau dans l'arbre.	Ich sehe einen Vogel im Baum.	a1_02
55	C'est une vieille église.	Das ist eine alte Kirche.	a1_02
56	Elle porte un manteau rouge.	Sie trägt einen roten Mantel.	a1_02
57	Un chien - deux chiens.	Ein Hund - zwei Hunde.	a1_03
58	Un chat - trois chats.	Eine Katze - drei Katzen.	a1_03
59	Un enfant – quatre enfants.	Ein Kind - vier Kinder.	a1_03
60	Une voiture – plusieurs voitures.	Ein Auto - viele Autos.	a1_03
61	La maison est ancienne. Les maisons sont anciennes aussi.	Das Haus ist alt. Die Häuser sind auch alt.	a1_03
62	Une femme parle. Les femmes parlent.	Eine Frau spricht. Die Frauen sprechen.	a1_03
63	Un homme travaille. Les hommes travaillent.	Ein Mann arbeitet. Die Männer arbeiten.	a1_03
64	Un livre est posé sur la table. Les autres livres sont là aussi.	Ein Buch liegt auf dem Tisch. Die Bücher liegen auch dort.	a1_03
65	Une ville est grande. Plusieurs villes sont grandes.	Eine Stadt ist groß. Viele Städte sind groß.	a1_03
66	Mon copain vient. Mes amis viennent aussi.	Mein Freund kommt. Meine Freunde kommen auch.	a1_03
67	Une lampe brille. Les lampes brillent.	Eine Lampe ist hell. Die Lampen sind hell.	a1_03
68	Une pomme est rouge. Les pommes sont rouges.	Ein Apfel ist rot. Die Äpfel sind rot.	a1_03
69	Une chaise est neuve. Les chaises sont neuves.	Ein Stuhl ist neu. Die Stühle sind neu.	a1_03
70	Un oiseau chante. Les oiseaux chantent.	Ein Vogel singt. Die Vögel singen.	a1_03
71	Une fleur est belle. Les fleurs sont belles.	Eine Blume ist schön. Die Blumen sind schön.	a1_03
72	Un élève apprend. Les élèves apprennent.	Ein Schüler lernt. Die Schüler lernen.	a1_03
73	Un train roule vite. Les trains roulent vite.	Ein Zug fährt schnell. Die Züge fahren schnell.	a1_03
74	Une tasse est sur la table. Les tasses sont là.	Eine Tasse steht auf dem Tisch. Die Tassen stehen dort.	a1_03
75	Une fenêtre est ouverte. Les fenêtres sont ouvertes.	Ein Fenster ist offen. Die Fenster sind offen.	a1_03
76	Un des professeurs est gentil. Les professeurs sont gentils.	Ein Lehrer ist nett. Die Lehrer sind nett.	a1_03
77	Les appartements sont chers.	Eine Wohnung ist teuer. Die Wohnungen sind teuer.	a1_03
78	Un mot est important. Les mots sont importants.	Ein Wort ist wichtig. Die Wörter sind wichtig.	a1_03
79	Un enfant joue. Deux enfants jouent aussi.	Ein Kind spielt. Zwei Kinder spielen auch.	a1_03
80	L'une achète des pommes. Les autres achètent des oranges.	Eine Frau kauft Äpfel. Die anderen Frauen kaufen Orangen.	a1_03
81	De nombreux invités arrivent aujourd'hui.	Heute kommen viele Gäste.	a1_03
82	J'achète trois rouleaux et deux journaux.	Ich kaufe drei Brötchen und zwei Zeitungen.	a1_03
83	Les livres et les cahiers sont posés sur la table.	Die Bücher und die Hefte liegen auf dem Tisch.	a1_03
84	Je m'appelle Thomas.	Ich heiße Thomas.	a1_04
85	Tu es mon ami.	Du bist mein Freund.	a1_04
86	Il vient de Berlin.	Er kommt aus Berlin.	a1_04
87	Elle vit à Munich.	Sie wohnt in München.	a1_04
88	Il fait beau aujourd'hui.	Es ist ein schöner Tag.	a1_04
89	Nous allons à l'école ensemble.	Wir gehen zusammen in die Schule.	a1_04
90	Tu viens demain, n'est-ce pas ?	Ihr kommt morgen, oder?	a1_04
91	Ils parlent très bien allemand.	Sie sprechen sehr gut Deutsch.	a1_04
92	J'apprends tous les jours.	Ich lerne jeden Tag.	a1_04
93	Tu joues au football.	Du spielst Fußball.	a1_04
94	Il aime cuisiner.	Er kocht gerne.	a1_04
95	Elle lit un livre.	Sie liest ein Buch.	a1_04
96	Il existe de nombreuses possibilités.	Es gibt viele Möglichkeiten.	a1_04
97	Nous mangeons ensemble.	Wir essen zusammen.	a1_04
98	Vous êtes mes amis.	Ihr seid meine Freunde.	a1_04
99	Ce sont mes professeurs.	Sie sind meine Lehrer.	a1_04
100	J'habite à Francfort.	Ich wohne in Frankfurt.	a1_04
