id	fr	de	file_name
751	Quand j’en rencontrais une qui me paraissait un peu lucide, je faisais l’expérience sur elle de mon dessin numéro 1 que j’ai toujours conservé je voulais savoir si elle était vraiment compréhensive.	Wenn ich eine traf, die einen halbwegs klaren Eindruck machte, experimentierte ich an ihr mit meiner Zeichnung Nummer 1, die ich immer aufbewahrt hatte; ich wollte wissen, ob sie wirklich verständnisvoll war.	le_petit_prince_1
752	Mais toujours elle me répondait : «C’est un chapeau.»	Aber sie antwortete mir immer: „Es ist ein Hut.“	le_petit_prince_1
753	Alors je ne lui parlais ni de serpents boas, ni de forêts vierges, ni d’étoiles.	Deshalb habe ich mit ihm nicht über Boa Constrictors, Urwälder oder Sterne gesprochen.	le_petit_prince_1
754	Je me mettais à sa portée.	Ich habe mich auf sein Niveau herabgelassen.	le_petit_prince_1
755	Je lui parlais de bridge, de golf, de politique et de cravates.	Ich unterhielt mich mit ihm über Bridge, Golf, Politik und Krawatten.	le_petit_prince_1
756	Et la grande personne était bien contente de connaître un homme aussi raisonnable...	Und der Erwachsene freute sich sehr, einen so vernünftigen Mann kennengelernt zu haben...	le_petit_prince_1
757	À Léon Werth.	An Leon Werth.	le_petit_prince_intro
758	Je demande pardon aux enfants d’avoir dédié ce livre à une grande personne.	Ich entschuldige mich bei den Kindern dafür, dass ich dieses Buch einem Erwachsenen widme.	le_petit_prince_intro
759	J’ai une excuse sérieuse : cette grande personne est le meilleur ami que j’ai au monde.	Ich habe eine triftige Entschuldigung: Diese großartige Person ist mein bester Freund auf der Welt.	le_petit_prince_intro
760	J’ai une autre excuse : cette grande personne peut tout comprendre, même les livres pour enfants.	Ich habe noch eine andere Ausrede: Dieser Erwachsene kann alles verstehen, sogar Kinderbücher.	le_petit_prince_intro
761	J’ai une troisième excuse : cette grande personne habite la France où elle a faim et froid.	Ich habe noch eine dritte Ausrede: Diese erwachsene Frau lebt in Frankreich, wo sie Hunger leidet und friert.	le_petit_prince_intro
762	Elle a bien besoin d’être consolée.	Sie braucht dringend Trost.	le_petit_prince_intro
763	Si toutes ces excuses ne suffisent pas, je veux bien dédier ce livre à l’enfant qu’a été autrefois cette grande personne.	Sollten all diese Ausreden nicht ausreichen, widme ich dieses Buch gerne dem Kind, das dieser Erwachsene einst war.	le_petit_prince_intro
764	Toutes les grandes personnes ont d’abord été des enfants. (Mais peu d’entre elles s’en souviennent.).	Alle Erwachsenen waren einmal Kinder. (Aber nur wenige erinnern sich daran.)	le_petit_prince_intro
765	Je corrige donc ma dédicace :	Ich korrigiere daher meine Widmung:	le_petit_prince_intro
766	À Léon Werth quand il était petit garçon.	An Léon Werth, als er noch ein kleiner Junge war.	le_petit_prince_intro
